id,title,description,level,timeMin,mood,items,reasons,sauce,steps
r23,버섯불고기,"버섯불고기은(는) 센 불에서 재료의 수분을 날리듯 빠르게 볶아 식감과 향을 살리는 요리예요. 재료 손질, 불 조절, 양념 타이밍을 순서대로 따라 하면 집에서도 안정적으로 만들 수 있도록 설명을 자세히 넣었어요.",보통,20,든든한 집밥,"[{""ingredientId"": ""i2"", ""baseQuantity"": 180}, {""ingredientId"": ""i213"", ""baseQuantity"": 0.5}, {""ingredientId"": ""i111"", ""baseQuantity"": 0.5}]","[""냉장고에 있는 소고기를 중심으로 활용할 수 있어 재료 소진에 도움이 돼요."", ""소고기, 표고버섯, 양파 조합은 실제 가정식과 외식 메뉴에서 자주 쓰이는 안정적인 조합이에요."", ""버섯불고기는 조리 흐름이 분명하고 재현성이 높아 추천·학습용 데이터로 쓰기 좋아요.""]","[""간장 1큰술, 다진 마늘 1작은술, 소금 약간을 먼저 섞어 기본 간을 준비해요."", ""매콤한 스타일이면 고춧가루나 고추장을 소량씩 추가하고, 국물 요리는 마지막에 간을 다시 봐요."", ""완성 직전에 참기름 몇 방울과 후추를 더하면 향이 훨씬 또렷해져요.""]","[""먼저 소고기는 키친타월로 물기를 닦고 먹기 좋은 크기로 손질해요; 표고버섯는 조리하기 좋게 손질해요; 양파는 한입 크기로 썰어요. 재료 크기를 비슷하게 맞추면 익는 속도가 고르게 맞고 완성도가 좋아져요."", ""팬을 충분히 예열한 뒤 기름을 두르고 향채를 먼저 볶아 향을 끌어올려요."", ""주재료인 소고기는 팬 바닥에 넓게 펼쳐 겉면부터 익혀 수분을 날리듯 조리해요."", ""채소는 익는 순서대로 넣고 센 불에서 짧게 볶아야 아삭한 식감이 남아요."", ""양념은 팬 가장자리로 둘러 넣어 살짝 끓인 뒤 재료와 섞으면 맛이 또렷해져요."", ""팬이 너무 마르면 물 1~2큰술을 더하고, 수분이 많으면 불을 높여 빠르게 날려요."", ""마지막에 후추나 향이 좋은 재료를 더해 정리하고 바로 접시에 담아요.""]"
r24,닭갈비,"닭갈비은(는) 센 불에서 재료의 수분을 날리듯 빠르게 볶아 식감과 향을 살리는 요리예요. 재료 손질, 불 조절, 양념 타이밍을 순서대로 따라 하면 집에서도 안정적으로 만들 수 있도록 설명을 자세히 넣었어요.",보통,20,든든한 집밥,"[{""ingredientId"": ""i21"", ""baseQuantity"": 180}, {""ingredientId"": ""i127"", ""baseQuantity"": 0.5}, {""ingredientId"": ""i119"", ""baseQuantity"": 0.5}, {""ingredientId"": ""i112"", ""baseQuantity"": 1}]","[""냉장고에 있는 닭다리살를 중심으로 활용할 수 있어 재료 소진에 도움이 돼요."", ""닭다리살, 양배추, 고구마 조합은 실제 가정식과 외식 메뉴에서 자주 쓰이는 안정적인 조합이에요."", ""닭갈비는 조리 흐름이 분명하고 재현성이 높아 추천·학습용 데이터로 쓰기 좋아요.""]","[""간장 1큰술, 다진 마늘 1작은술, 소금 약간을 먼저 섞어 기본 간을 준비해요."", ""매콤한 스타일이면 고춧가루나 고추장을 소량씩 추가하고, 국물 요리는 마지막에 간을 다시 봐요."", ""완성 직전에 참기름 몇 방울과 후추를 더하면 향이 훨씬 또렷해져요.""]","[""먼저 닭다리살는 키친타월로 물기를 닦고 먹기 좋은 크기로 손질해요; 양배추는 한입 크기로 썰어요; 고구마는 조리하기 좋게 손질해요; 대파는 먹기 좋은 길이로 썰어요. 재료 크기를 비슷하게 맞추면 익는 속도가 고르게 맞고 완성도가 좋아져요."", ""팬을 충분히 예열한 뒤 기름을 두르고 향채를 먼저 볶아 향을 끌어올려요."", ""주재료인 닭다리살는 팬 바닥에 넓게 펼쳐 겉면부터 익혀 수분을 날리듯 조리해요."", ""채소는 익는 순서대로 넣고 센 불에서 짧게 볶아야 아삭한 식감이 남아요."", ""양념은 팬 가장자리로 둘러 넣어 살짝 끓인 뒤 재료와 섞으면 맛이 또렷해져요."", ""팬이 너무 마르면 물 1~2큰술을 더하고, 수분이 많으면 불을 높여 빠르게 날려요."", ""마지막에 후추나 향이 좋은 재료를 더해 정리하고 바로 접시에 담아요.""]"
r25,오징어볶음,"오징어볶음은(는) 센 불에서 재료의 수분을 날리듯 빠르게 볶아 식감과 향을 살리는 요리예요. 재료 손질, 불 조절, 양념 타이밍을 순서대로 따라 하면 집에서도 안정적으로 만들 수 있도록 설명을 자세히 넣었어요.",보통,20,든든한 집밥,"[{""ingredientId"": ""i517"", ""baseQuantity"": 1}, {""ingredientId"": ""i111"", ""baseQuantity"": 0.5}, {""ingredientId"": ""i112"", ""baseQuantity"": 1}]","[""냉장고에 있는 오징어를 중심으로 활용할 수 있어 재료 소진에 도움이 돼요."", ""오징어, 양파, 대파 조합은 실제 가정식과 외식 메뉴에서 자주 쓰이는 안정적인 조합이에요."", ""오징어볶음는 조리 흐름이 분명하고 재현성이 높아 추천·학습용 데이터로 쓰기 좋아요.""]","[""간장 1큰술, 다진 마늘 1작은술, 소금 약간을 먼저 섞어 기본 간을 준비해요."", ""매콤한 스타일이면 고춧가루나 고추장을 소량씩 추가하고, 국물 요리는 마지막에 간을 다시 봐요."", ""완성 직전에 참기름 몇 방울과 후추를 더하면 향이 훨씬 또렷해져요.""]","[""먼저 오징어는 흐르는 물에 가볍게 씻은 뒤 물기를 충분히 빼요; 양파는 한입 크기로 썰어요; 대파는 먹기 좋은 길이로 썰어요. 재료 크기를 비슷하게 맞추면 익는 속도가 고르게 맞고 완성도가 좋아져요."", ""팬을 충분히 예열한 뒤 기름을 두르고 향채를 먼저 볶아 향을 끌어올려요."", ""주재료인 오징어는 팬 바닥에 넓게 펼쳐 겉면부터 익혀 수분을 날리듯 조리해요."", ""채소는 익는 순서대로 넣고 센 불에서 짧게 볶아야 아삭한 식감이 남아요."", ""양념은 팬 가장자리로 둘러 넣어 살짝 끓인 뒤 재료와 섞으면 맛이 또렷해져요."", ""팬이 너무 마르면 물 1~2큰술을 더하고, 수분이 많으면 불을 높여 빠르게 날려요."", ""마지막에 후추나 향이 좋은 재료를 더해 정리하고 바로 접시에 담아요.""]"
r26,낙지볶음,"낙지볶음은(는) 센 불에서 재료의 수분을 날리듯 빠르게 볶아 식감과 향을 살리는 요리예요. 재료 손질, 불 조절, 양념 타이밍을 순서대로 따라 하면 집에서도 안정적으로 만들 수 있도록 설명을 자세히 넣었어요.",보통,20,든든한 집밥,"[{""ingredientId"": ""i520"", ""baseQuantity"": 1}, {""ingredientId"": ""i111"", ""baseQuantity"": 0.5}, {""ingredientId"": ""i112"", ""baseQuantity"": 1}]","[""냉장고에 있는 낙지를 중심으로 활용할 수 있어 재료 소진에 도움이 돼요."", ""낙지, 양파, 대파 조합은 실제 가정식과 외식 메뉴에서 자주 쓰이는 안정적인 조합이에요."", ""낙지볶음는 조리 흐름이 분명하고 재현성이 높아 추천·학습용 데이터로 쓰기 좋아요.""]","[""간장 1큰술, 다진 마늘 1작은술, 소금 약간을 먼저 섞어 기본 간을 준비해요."", ""매콤한 스타일이면 고춧가루나 고추장을 소량씩 추가하고, 국물 요리는 마지막에 간을 다시 봐요."", ""완성 직전에 참기름 몇 방울과 후추를 더하면 향이 훨씬 또렷해져요.""]","[""먼저 낙지는 흐르는 물에 가볍게 씻은 뒤 물기를 충분히 빼요; 양파는 한입 크기로 썰어요; 대파는 먹기 좋은 길이로 썰어요. 재료 크기를 비슷하게 맞추면 익는 속도가 고르게 맞고 완성도가 좋아져요."", ""팬을 충분히 예열한 뒤 기름을 두르고 향채를 먼저 볶아 향을 끌어올려요."", ""주재료인 낙지는 팬 바닥에 넓게 펼쳐 겉면부터 익혀 수분을 날리듯 조리해요."", ""채소는 익는 순서대로 넣고 센 불에서 짧게 볶아야 아삭한 식감이 남아요."", ""양념은 팬 가장자리로 둘러 넣어 살짝 끓인 뒤 재료와 섞으면 맛이 또렷해져요."", ""팬이 너무 마르면 물 1~2큰술을 더하고, 수분이 많으면 불을 높여 빠르게 날려요."", ""마지막에 후추나 향이 좋은 재료를 더해 정리하고 바로 접시에 담아요.""]"
r27,주꾸미볶음,"주꾸미볶음은(는) 센 불에서 재료의 수분을 날리듯 빠르게 볶아 식감과 향을 살리는 요리예요. 재료 손질, 불 조절, 양념 타이밍을 순서대로 따라 하면 집에서도 안정적으로 만들 수 있도록 설명을 자세히 넣었어요.",보통,20,든든한 집밥,"[{""ingredientId"": ""i521"", ""baseQuantity"": 1}, {""ingredientId"": ""i111"", ""baseQuantity"": 0.5}, {""ingredientId"": ""i112"", ""baseQuantity"": 1}]","[""냉장고에 있는 주꾸미를 중심으로 활용할 수 있어 재료 소진에 도움이 돼요."", ""주꾸미, 양파, 대파 조합은 실제 가정식과 외식 메뉴에서 자주 쓰이는 안정적인 조합이에요."", ""주꾸미볶음는 조리 흐름이 분명하고 재현성이 높아 추천·학습용 데이터로 쓰기 좋아요.""]","[""간장 1큰술, 다진 마늘 1작은술, 소금 약간을 먼저 섞어 기본 간을 준비해요."", ""매콤한 스타일이면 고춧가루나 고추장을 소량씩 추가하고, 국물 요리는 마지막에 간을 다시 봐요."", ""완성 직전에 참기름 몇 방울과 후추를 더하면 향이 훨씬 또렷해져요.""]","[""먼저 주꾸미는 흐르는 물에 가볍게 씻은 뒤 물기를 충분히 빼요; 양파는 한입 크기로 썰어요; 대파는 먹기 좋은 길이로 썰어요. 재료 크기를 비슷하게 맞추면 익는 속도가 고르게 맞고 완성도가 좋아져요."", ""팬을 충분히 예열한 뒤 기름을 두르고 향채를 먼저 볶아 향을 끌어올려요."", ""주재료인 주꾸미는 팬 바닥에 넓게 펼쳐 겉면부터 익혀 수분을 날리듯 조리해요."", ""채소는 익는 순서대로 넣고 센 불에서 짧게 볶아야 아삭한 식감이 남아요."", ""양념은 팬 가장자리로 둘러 넣어 살짝 끓인 뒤 재료와 섞으면 맛이 또렷해져요."", ""팬이 너무 마르면 물 1~2큰술을 더하고, 수분이 많으면 불을 높여 빠르게 날려요."", ""마지막에 후추나 향이 좋은 재료를 더해 정리하고 바로 접시에 담아요.""]"
r28,새우볶음,"새우볶음은(는) 센 불에서 재료의 수분을 날리듯 빠르게 볶아 식감과 향을 살리는 요리예요. 재료 손질, 불 조절, 양념 타이밍을 순서대로 따라 하면 집에서도 안정적으로 만들 수 있도록 설명을 자세히 넣었어요.",보통,20,든든한 집밥,"[{""ingredientId"": ""i511"", ""baseQuantity"": 160}, {""ingredientId"": ""i111"", ""baseQuantity"": 0.5}, {""ingredientId"": ""i112"", ""baseQuantity"": 1}]","[""냉장고에 있는 새우를 중심으로 활용할 수 있어 재료 소진에 도움이 돼요."", ""새우, 양파, 대파 조합은 실제 가정식과 외식 메뉴에서 자주 쓰이는 안정적인 조합이에요."", ""새우볶음는 조리 흐름이 분명하고 재현성이 높아 추천·학습용 데이터로 쓰기 좋아요.""]","[""간장 1큰술, 다진 마늘 1작은술, 소금 약간을 먼저 섞어 기본 간을 준비해요."", ""매콤한 스타일이면 고춧가루나 고추장을 소량씩 추가하고, 국물 요리는 마지막에 간을 다시 봐요."", ""완성 직전에 참기름 몇 방울과 후추를 더하면 향이 훨씬 또렷해져요.""]","[""먼저 새우는 흐르는 물에 가볍게 씻은 뒤 물기를 충분히 빼요; 양파는 한입 크기로 썰어요; 대파는 먹기 좋은 길이로 썰어요. 재료 크기를 비슷하게 맞추면 익는 속도가 고르게 맞고 완성도가 좋아져요."", ""팬을 충분히 예열한 뒤 기름을 두르고 향채를 먼저 볶아 향을 끌어올려요."", ""주재료인 새우는 팬 바닥에 넓게 펼쳐 겉면부터 익혀 수분을 날리듯 조리해요."", ""채소는 익는 순서대로 넣고 센 불에서 짧게 볶아야 아삭한 식감이 남아요."", ""양념은 팬 가장자리로 둘러 넣어 살짝 끓인 뒤 재료와 섞으면 맛이 또렷해져요."", ""팬이 너무 마르면 물 1~2큰술을 더하고, 수분이 많으면 불을 높여 빠르게 날려요."", ""마지막에 후추나 향이 좋은 재료를 더해 정리하고 바로 접시에 담아요.""]"
r29,어묵볶음,"어묵볶음은(는) 센 불에서 재료의 수분을 날리듯 빠르게 볶아 식감과 향을 살리는 요리예요. 재료 손질, 불 조절, 양념 타이밍을 순서대로 따라 하면 집에서도 안정적으로 만들 수 있도록 설명을 자세히 넣었어요.",보통,20,든든한 집밥,"[{""ingredientId"": ""i575"", ""baseQuantity"": 160}, {""ingredientId"": ""i111"", ""baseQuantity"": 0.5}, {""ingredientId"": ""i112"", ""baseQuantity"": 1}]","[""냉장고에 있는 어묵를 중심으로 활용할 수 있어 재료 소진에 도움이 돼요."", ""어묵, 양파, 대파 조합은 실제 가정식과 외식 메뉴에서 자주 쓰이는 안정적인 조합이에요."", ""어묵볶음는 조리 흐름이 분명하고 재현성이 높아 추천·학습용 데이터로 쓰기 좋아요.""]","[""간장 1큰술, 다진 마늘 1작은술, 소금 약간을 먼저 섞어 기본 간을 준비해요."", ""매콤한 스타일이면 고춧가루나 고추장을 소량씩 추가하고, 국물 요리는 마지막에 간을 다시 봐요."", ""완성 직전에 참기름 몇 방울과 후추를 더하면 향이 훨씬 또렷해져요.""]","[""먼저 어묵는 흐르는 물에 가볍게 씻은 뒤 물기를 충분히 빼요; 양파는 한입 크기로 썰어요; 대파는 먹기 좋은 길이로 썰어요. 재료 크기를 비슷하게 맞추면 익는 속도가 고르게 맞고 완성도가 좋아져요."", ""팬을 충분히 예열한 뒤 기름을 두르고 향채를 먼저 볶아 향을 끌어올려요."", ""주재료인 어묵는 팬 바닥에 넓게 펼쳐 겉면부터 익혀 수분을 날리듯 조리해요."", ""채소는 익는 순서대로 넣고 센 불에서 짧게 볶아야 아삭한 식감이 남아요."", ""양념은 팬 가장자리로 둘러 넣어 살짝 끓인 뒤 재료와 섞으면 맛이 또렷해져요."", ""팬이 너무 마르면 물 1~2큰술을 더하고, 수분이 많으면 불을 높여 빠르게 날려요."", ""마지막에 후추나 향이 좋은 재료를 더해 정리하고 바로 접시에 담아요.""]"
r30,감자볶음,"감자볶음은(는) 센 불에서 재료의 수분을 날리듯 빠르게 볶아 식감과 향을 살리는 요리예요. 재료 손질, 불 조절, 양념 타이밍을 순서대로 따라 하면 집에서도 안정적으로 만들 수 있도록 설명을 자세히 넣었어요.",보통,20,든든한 집밥,"[{""ingredientId"": ""i118"", ""baseQuantity"": 1}, {""ingredientId"": ""i111"", ""baseQuantity"": 0.5}, {""ingredientId"": ""i159"", ""baseQuantity"": 0.5}]","[""냉장고에 있는 감자를 중심으로 활용할 수 있어 재료 소진에 도움이 돼요."", ""감자, 양파, 당근 조합은 실제 가정식과 외식 메뉴에서 자주 쓰이는 안정적인 조합이에요."", ""감자볶음는 조리 흐름이 분명하고 재현성이 높아 추천·학습용 데이터로 쓰기 좋아요.""]","[""간장 1큰술, 다진 마늘 1작은술, 소금 약간을 먼저 섞어 기본 간을 준비해요."", ""매콤한 스타일이면 고춧가루나 고추장을 소량씩 추가하고, 국물 요리는 마지막에 간을 다시 봐요."", ""완성 직전에 참기름 몇 방울과 후추를 더하면 향이 훨씬 또렷해져요.""]","[""먼저 감자는 한입 크기로 썰어요; 양파는 한입 크기로 썰어요; 당근는 한입 크기로 썰어요. 재료 크기를 비슷하게 맞추면 익는 속도가 고르게 맞고 완성도가 좋아져요."", ""팬을 충분히 예열한 뒤 기름을 두르고 향채를 먼저 볶아 향을 끌어올려요."", ""주재료인 감자는 팬 바닥에 넓게 펼쳐 겉면부터 익혀 수분을 날리듯 조리해요."", ""채소는 익는 순서대로 넣고 센 불에서 짧게 볶아야 아삭한 식감이 남아요."", ""양념은 팬 가장자리로 둘러 넣어 살짝 끓인 뒤 재료와 섞으면 맛이 또렷해져요."", ""팬이 너무 마르면 물 1~2큰술을 더하고, 수분이 많으면 불을 높여 빠르게 날려요."", ""마지막에 후추나 향이 좋은 재료를 더해 정리하고 바로 접시에 담아요.""]"
r31,애호박볶음,"애호박볶음은(는) 센 불에서 재료의 수분을 날리듯 빠르게 볶아 식감과 향을 살리는 요리예요. 재료 손질, 불 조절, 양념 타이밍을 순서대로 따라 하면 집에서도 안정적으로 만들 수 있도록 설명을 자세히 넣었어요.",보통,20,든든한 집밥,"[{""ingredientId"": ""i121"", ""baseQuantity"": 1}, {""ingredientId"": ""i111"", ""baseQuantity"": 0.5}, {""ingredientId"": ""i112"", ""baseQuantity"": 1}]","[""냉장고에 있는 애호박를 중심으로 활용할 수 있어 재료 소진에 도움이 돼요."", ""애호박, 양파, 대파 조합은 실제 가정식과 외식 메뉴에서 자주 쓰이는 안정적인 조합이에요."", ""애호박볶음는 조리 흐름이 분명하고 재현성이 높아 추천·학습용 데이터로 쓰기 좋아요.""]","[""간장 1큰술, 다진 마늘 1작은술, 소금 약간을 먼저 섞어 기본 간을 준비해요."", ""매콤한 스타일이면 고춧가루나 고추장을 소량씩 추가하고, 국물 요리는 마지막에 간을 다시 봐요."", ""완성 직전에 참기름 몇 방울과 후추를 더하면 향이 훨씬 또렷해져요.""]","[""먼저 애호박는 한입 크기로 썰어요; 양파는 한입 크기로 썰어요; 대파는 먹기 좋은 길이로 썰어요. 재료 크기를 비슷하게 맞추면 익는 속도가 고르게 맞고 완성도가 좋아져요."", ""팬을 충분히 예열한 뒤 기름을 두르고 향채를 먼저 볶아 향을 끌어올려요."", ""주재료인 애호박는 팬 바닥에 넓게 펼쳐 겉면부터 익혀 수분을 날리듯 조리해요."", ""채소는 익는 순서대로 넣고 센 불에서 짧게 볶아야 아삭한 식감이 남아요."", ""양념은 팬 가장자리로 둘러 넣어 살짝 끓인 뒤 재료와 섞으면 맛이 또렷해져요."", ""팬이 너무 마르면 물 1~2큰술을 더하고, 수분이 많으면 불을 높여 빠르게 날려요."", ""마지막에 후추나 향이 좋은 재료를 더해 정리하고 바로 접시에 담아요.""]"
r32,가지볶음,"가지볶음은(는) 센 불에서 재료의 수분을 날리듯 빠르게 볶아 식감과 향을 살리는 요리예요. 재료 손질, 불 조절, 양념 타이밍을 순서대로 따라 하면 집에서도 안정적으로 만들 수 있도록 설명을 자세히 넣었어요.",보통,20,든든한 집밥,"[{""ingredientId"": ""i124"", ""baseQuantity"": 1}, {""ingredientId"": ""i111"", ""baseQuantity"": 0.5}, {""ingredientId"": ""i112"", ""baseQuantity"": 1}]","[""냉장고에 있는 가지를 중심으로 활용할 수 있어 재료 소진에 도움이 돼요."", ""가지, 양파, 대파 조합은 실제 가정식과 외식 메뉴에서 자주 쓰이는 안정적인 조합이에요."", ""가지볶음는 조리 흐름이 분명하고 재현성이 높아 추천·학습용 데이터로 쓰기 좋아요.""]","[""간장 1큰술, 다진 마늘 1작은술, 소금 약간을 먼저 섞어 기본 간을 준비해요."", ""매콤한 스타일이면 고춧가루나 고추장을 소량씩 추가하고, 국물 요리는 마지막에 간을 다시 봐요."", ""완성 직전에 참기름 몇 방울과 후추를 더하면 향이 훨씬 또렷해져요.""]","[""먼저 가지는 한입 크기로 썰어요; 양파는 한입 크기로 썰어요; 대파는 먹기 좋은 길이로 썰어요. 재료 크기를 비슷하게 맞추면 익는 속도가 고르게 맞고 완성도가 좋아져요."", ""팬을 충분히 예열한 뒤 기름을 두르고 향채를 먼저 볶아 향을 끌어올려요."", ""주재료인 가지는 팬 바닥에 넓게 펼쳐 겉면부터 익혀 수분을 날리듯 조리해요."", ""채소는 익는 순서대로 넣고 센 불에서 짧게 볶아야 아삭한 식감이 남아요."", ""양념은 팬 가장자리로 둘러 넣어 살짝 끓인 뒤 재료와 섞으면 맛이 또렷해져요."", ""팬이 너무 마르면 물 1~2큰술을 더하고, 수분이 많으면 불을 높여 빠르게 날려요."", ""마지막에 후추나 향이 좋은 재료를 더해 정리하고 바로 접시에 담아요.""]"
r33,버섯볶음,"버섯볶음은(는) 센 불에서 재료의 수분을 날리듯 빠르게 볶아 식감과 향을 살리는 요리예요. 재료 손질, 불 조절, 양념 타이밍을 순서대로 따라 하면 집에서도 안정적으로 만들 수 있도록 설명을 자세히 넣었어요.",보통,20,든든한 집밥,"[{""ingredientId"": ""i211"", ""baseQuantity"": 1}, {""ingredientId"": ""i212"", ""baseQuantity"": 0.5}, {""ingredientId"": ""i111"", ""baseQuantity"": 0.5}]","[""냉장고에 있는 느타리버섯를 중심으로 활용할 수 있어 재료 소진에 도움이 돼요."", ""느타리버섯, 새송이버섯, 양파 조합은 실제 가정식과 외식 메뉴에서 자주 쓰이는 안정적인 조합이에요."", ""버섯볶음는 조리 흐름이 분명하고 재현성이 높아 추천·학습용 데이터로 쓰기 좋아요.""]","[""간장 1큰술, 다진 마늘 1작은술, 소금 약간을 먼저 섞어 기본 간을 준비해요."", ""매콤한 스타일이면 고춧가루나 고추장을 소량씩 추가하고, 국물 요리는 마지막에 간을 다시 봐요."", ""완성 직전에 참기름 몇 방울과 후추를 더하면 향이 훨씬 또렷해져요.""]","[""먼저 느타리버섯는 조리하기 좋게 손질해요; 새송이버섯는 조리하기 좋게 손질해요; 양파는 한입 크기로 썰어요. 재료 크기를 비슷하게 맞추면 익는 속도가 고르게 맞고 완성도가 좋아져요."", ""팬을 충분히 예열한 뒤 기름을 두르고 향채를 먼저 볶아 향을 끌어올려요."", ""주재료인 느타리버섯는 팬 바닥에 넓게 펼쳐 겉면부터 익혀 수분을 날리듯 조리해요."", ""채소는 익는 순서대로 넣고 센 불에서 짧게 볶아야 아삭한 식감이 남아요."", ""양념은 팬 가장자리로 둘러 넣어 살짝 끓인 뒤 재료와 섞으면 맛이 또렷해져요."", ""팬이 너무 마르면 물 1~2큰술을 더하고, 수분이 많으면 불을 높여 빠르게 날려요."", ""마지막에 후추나 향이 좋은 재료를 더해 정리하고 바로 접시에 담아요.""]"
r34,브로콜리볶음,"브로콜리볶음은(는) 센 불에서 재료의 수분을 날리듯 빠르게 볶아 식감과 향을 살리는 요리예요. 재료 손질, 불 조절, 양념 타이밍을 순서대로 따라 하면 집에서도 안정적으로 만들 수 있도록 설명을 자세히 넣었어요.",보통,20,든든한 집밥,"[{""ingredientId"": ""i125"", ""baseQuantity"": 1}, {""ingredientId"": ""i116"", ""baseQuantity"": 2}]","[""냉장고에 있는 브로콜리를 중심으로 활용할 수 있어 재료 소진에 도움이 돼요."", ""브로콜리, 마늘 조합은 실제 가정식과 외식 메뉴에서 자주 쓰이는 안정적인 조합이에요."", ""브로콜리볶음는 조리 흐름이 분명하고 재현성이 높아 추천·학습용 데이터로 쓰기 좋아요.""]","[""간장 1큰술, 다진 마늘 1작은술, 소금 약간을 먼저 섞어 기본 간을 준비해요."", ""매콤한 스타일이면 고춧가루나 고추장을 소량씩 추가하고, 국물 요리는 마지막에 간을 다시 봐요."", ""완성 직전에 참기름 몇 방울과 후추를 더하면 향이 훨씬 또렷해져요.""]","[""먼저 브로콜리는 한입 크기로 썰어요; 마늘은 편으로 썰거나 다져요. 재료 크기를 비슷하게 맞추면 익는 속도가 고르게 맞고 완성도가 좋아져요."", ""팬을 충분히 예열한 뒤 기름을 두르고 향채를 먼저 볶아 향을 끌어올려요."", ""주재료인 브로콜리는 팬 바닥에 넓게 펼쳐 겉면부터 익혀 수분을 날리듯 조리해요."", ""채소는 익는 순서대로 넣고 센 불에서 짧게 볶아야 아삭한 식감이 남아요."", ""양념은 팬 가장자리로 둘러 넣어 살짝 끓인 뒤 재료와 섞으면 맛이 또렷해져요."", ""팬이 너무 마르면 물 1~2큰술을 더하고, 수분이 많으면 불을 높여 빠르게 날려요."", ""마지막에 후추나 향이 좋은 재료를 더해 정리하고 바로 접시에 담아요.""]"
r35,우삼겹숙주볶음,"우삼겹숙주볶음은(는) 센 불에서 재료의 수분을 날리듯 빠르게 볶아 식감과 향을 살리는 요리예요. 재료 손질, 불 조절, 양념 타이밍을 순서대로 따라 하면 집에서도 안정적으로 만들 수 있도록 설명을 자세히 넣었어요.",보통,20,든든한 집밥,"[{""ingredientId"": ""i13"", ""baseQuantity"": 180}, {""ingredientId"": ""i163"", ""baseQuantity"": 0.5}, {""ingredientId"": ""i111"", ""baseQuantity"": 0.5}]","[""냉장고에 있는 우삼겹를 중심으로 활용할 수 있어 재료 소진에 도움이 돼요."", ""우삼겹, 숙주나물, 양파 조합은 실제 가정식과 외식 메뉴에서 자주 쓰이는 안정적인 조합이에요."", ""우삼겹숙주볶음는 조리 흐름이 분명하고 재현성이 높아 추천·학습용 데이터로 쓰기 좋아요.""]","[""간장 1큰술, 다진 마늘 1작은술, 소금 약간을 먼저 섞어 기본 간을 준비해요."", ""매콤한 스타일이면 고춧가루나 고추장을 소량씩 추가하고, 국물 요리는 마지막에 간을 다시 봐요."", ""완성 직전에 참기름 몇 방울과 후추를 더하면 향이 훨씬 또렷해져요.""]","[""먼저 우삼겹는 키친타월로 물기를 닦고 먹기 좋은 크기로 손질해요; 숙주나물는 조리하기 좋게 손질해요; 양파는 한입 크기로 썰어요. 재료 크기를 비슷하게 맞추면 익는 속도가 고르게 맞고 완성도가 좋아져요."", ""팬을 충분히 예열한 뒤 기름을 두르고 향채를 먼저 볶아 향을 끌어올려요."", ""주재료인 우삼겹는 팬 바닥에 넓게 펼쳐 겉면부터 익혀 수분을 날리듯 조리해요."", ""채소는 익는 순서대로 넣고 센 불에서 짧게 볶아야 아삭한 식감이 남아요."", ""양념은 팬 가장자리로 둘러 넣어 살짝 끓인 뒤 재료와 섞으면 맛이 또렷해져요."", ""팬이 너무 마르면 물 1~2큰술을 더하고, 수분이 많으면 불을 높여 빠르게 날려요."", ""마지막에 후추나 향이 좋은 재료를 더해 정리하고 바로 접시에 담아요.""]"
r36,차돌박이숙주볶음,"차돌박이숙주볶음은(는) 센 불에서 재료의 수분을 날리듯 빠르게 볶아 식감과 향을 살리는 요리예요. 재료 손질, 불 조절, 양념 타이밍을 순서대로 따라 하면 집에서도 안정적으로 만들 수 있도록 설명을 자세히 넣었어요.",보통,20,든든한 집밥,"[{""ingredientId"": ""i12"", ""baseQuantity"": 180}, {""ingredientId"": ""i163"", ""baseQuantity"": 0.5}, {""ingredientId"": ""i111"", ""baseQuantity"": 0.5}]","[""냉장고에 있는 차돌박이를 중심으로 활용할 수 있어 재료 소진에 도움이 돼요."", ""차돌박이, 숙주나물, 양파 조합은 실제 가정식과 외식 메뉴에서 자주 쓰이는 안정적인 조합이에요."", ""차돌박이숙주볶음는 조리 흐름이 분명하고 재현성이 높아 추천·학습용 데이터로 쓰기 좋아요.""]","[""간장 1큰술, 다진 마늘 1작은술, 소금 약간을 먼저 섞어 기본 간을 준비해요."", ""매콤한 스타일이면 고춧가루나 고추장을 소량씩 추가하고, 국물 요리는 마지막에 간을 다시 봐요."", ""완성 직전에 참기름 몇 방울과 후추를 더하면 향이 훨씬 또렷해져요.""]","[""먼저 차돌박이는 키친타월로 물기를 닦고 먹기 좋은 크기로 손질해요; 숙주나물는 조리하기 좋게 손질해요; 양파는 한입 크기로 썰어요. 재료 크기를 비슷하게 맞추면 익는 속도가 고르게 맞고 완성도가 좋아져요."", ""팬을 충분히 예열한 뒤 기름을 두르고 향채를 먼저 볶아 향을 끌어올려요."", ""주재료인 차돌박이는 팬 바닥에 넓게 펼쳐 겉면부터 익혀 수분을 날리듯 조리해요."", ""채소는 익는 순서대로 넣고 센 불에서 짧게 볶아야 아삭한 식감이 남아요."", ""양념은 팬 가장자리로 둘러 넣어 살짝 끓인 뒤 재료와 섞으면 맛이 또렷해져요."", ""팬이 너무 마르면 물 1~2큰술을 더하고, 수분이 많으면 불을 높여 빠르게 날려요."", ""마지막에 후추나 향이 좋은 재료를 더해 정리하고 바로 접시에 담아요.""]"
